Cafe_Id,Cafe_Name,Cafe_Types
225,ODEON Luxe Putney,"['movie_theater', 'cafe', 'store', 'food', 'bar', 'point_of_interest', 'establishment']"
226,Betty Blythe,"['cafe', 'food', 'point_of_interest', 'establishment']"
227,Coco Momo,"['cafe', 'restaurant', 'food', 'bar', 'point_of_interest', 'establishment']"
228,The Magic Cafe,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']"
229,Le Pain Quotidien,"['restaurant', 'cafe', 'bakery', 'store', 'food', 'point_of_interest', 'establishment']"
230,The Prince Edward,"['restaurant', 'cafe', 'food', 'bar', 'point_of_interest', 'establishment']"
231,Putney Leisure Centre,"['gym', 'cafe', 'school', 'food', 'point_of_interest', 'health', 'establishment']"
232,Caffè Concerto Kensington,"['cafe', 'bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
233,Stonebridge Lock Waterside Cafe (Dog cafe!),"['cafe', 'food', 'point_of_interest', 'establishment']"
234,Autograf Restaurant,"['meal_delivery', 'cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
235,Park Theatre,"['cafe', 'bar', 'food', 'point_of_interest', 'establishment']"
236,Costa Coffee,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
237,Costa Coffee,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
238,Asda Living Tottenham,"['home_goods_store', 'cafe', 'clothing_store', 'food', 'store', 'point_of_interest', 'establishment']"
239,The Haberdashery,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
240,ArtHouse Crouch End,"['movie_theater', 'cafe', 'food', 'point_of_interest', 'establishment']"
241,Aladdin's Vintage Furniture & Cafe,"['cafe', 'moving_company', 'storage', 'furniture_store', 'home_goods_store', 'food', 'store', 'point_of_interest', 'establishment']"
242,The Archway Tavern,"['cafe', 'bar', 'food', 'point_of_interest', 'establishment']"
243,Costa Coffee,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
244,Costa Coffee,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
245,Jenny's Cafe & Restaurant N10,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
246,Barista Coffee House,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
247,Costa Coffee,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
248,Caffè Nero,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
249,Costa Coffee,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
250,Imperial Cafe,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
251,Sunrise Cafe,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
252,Randalls Coffee House,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
253,Costa,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
254,Costa Coffee,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
255,Red Brick Cafe,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
256,Rumble Tumble Harrow Ltd,"['cafe', 'school', 'food', 'point_of_interest', 'establishment']"
257,Costa Coffee,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
258,Costa Coffee,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
259,Mooboo,"['cafe', 'food', 'point_of_interest', 'establishment']"
260,Bru coffee & more,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
261,Treats,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
262,Caffè Nero,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
263,The Moat Cafe,"['cafe', 'food', 'point_of_interest', 'establishment']"
264,Costa Coffee,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
265,Costa Coffee,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
266,Cosy Cafe,"['cafe', 'food', 'point_of_interest', 'establishment']"
267,Shell,"['gas_station', 'convenience_store', 'car_wash', 'meal_delivery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
268,Costa Coffee,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
269,bp,"['gas_station', 'car_wash', 'atm', 'cafe', 'finance', 'food', 'point_of_interest', 'establishment']"
270,Costa Coffee,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
271,ODEON Uxbridge,"['movie_theater', 'cafe', 'food', 'store', 'point_of_interest', 'establishment']"
272,"The Black Horse Pub & Restaurant, Iver Heath","['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
273,Costa Coffee,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
274,Costa Coffee,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
275,Pret A Manger,"['cafe', 'bakery', 'bar', 'health', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
276,Village Bed & Breakfast and Cafe,"['cafe', 'lodging', 'food', 'point_of_interest', 'establishment']"
277,Greggs,"['bakery', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
278,Lady Marmalade Cafe,"['cafe', 'food', 'point_of_interest', 'establishment']"
279,Caffè Nero,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
280,Lavazza,"['cafe', 'food', 'point_of_interest', 'establishment']"
281,Starbucks Coffee,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
282,LAB Coffee Works,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
283,Costa Coffee,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
284,Creams Cafe Uxbridge,"['cafe', 'bakery', 'meal_takeaway', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
285,1966,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
286,Bertram's Café,"['cafe', 'food', 'point_of_interest', 'establishment']"
287,Maison Du Soleil,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
288,Costa Coffee,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
289,bp,"['gas_station', 'atm', 'cafe', 'finance', 'convenience_store', 'food', 'store', 'point_of_interest', 'establishment']"
290,Costa Coffee,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
291,Curzon Richmond,"['movie_theater', 'bar', 'cafe', 'food', 'point_of_interest', 'establishment']"
292,The Eel Pie,"['restaurant', 'bar', 'cafe', 'food', 'point_of_interest', 'establishment']"
293,Asda Feltham Superstore,"['supermarket', 'grocery_or_supermarket', 'cafe', 'pharmacy', 'clothing_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
294,Costa Coffee,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
295,Mount Cafe,"['cafe', 'food', 'point_of_interest', 'establishment']"
296,Squire’s Garden Centre,"['pet_store', 'cafe', 'food', 'store', 'point_of_interest', 'establishment']"
297,Bill's Richmond Restaurant,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
298,Costa Coffee,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
299,Caffe Mamma,"['cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
300,Costa Coffee,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
301,Islamic Integration Community Centre,"['mosque', 'cafe', 'place_of_worship', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
302,The Coffee Bean,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
303,Coffee And Muffins,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
304,Jungle VIP,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
305,Wild Bean Cafe,"['cafe', 'convenience_store', 'food', 'store', 'point_of_interest', 'establishment']"
306,bp,"['gas_station', 'convenience_store', 'cafe', 'food', 'store', 'point_of_interest', 'establishment']"
307,Caffè Nero,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
308,Curzon Bloomsbury,"['movie_theater', 'cafe', 'bar', 'food', 'point_of_interest', 'establishment']"
309,The Breakfast Club Soho,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
310,Scandinavian Kitchen,"['cafe', 'grocery_or_supermarket', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
311,Alfies Antique Market,"['cafe', 'jewelry_store', 'clothing_store', 'furniture_store', 'home_goods_store', 'food', 'store', 'point_of_interest', 'establishment']"
312,Curzon Mayfair,"['movie_theater', 'cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
313,Brasserie Zédel,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
314,Wetherspoons (Victoria Station),"['cafe', 'bar', 'food', 'point_of_interest', 'establishment']"
315,bp,"['gas_station', 'convenience_store', 'atm', 'cafe', 'finance', 'store', 'food', 'point_of_interest', 'establishment']"
316,ODEON Kingston,"['movie_theater', 'cafe', 'bar', 'store', 'food', 'point_of_interest', 'establishment']"
317,Pembroke Lodge,"['cafe', 'restaurant', 'store', 'food', 'point_of_interest', 'establishment']"
318,River Cafe,"['cafe', 'food', 'point_of_interest', 'establishment']"
319,Costa Coffee,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']"
320,YMCA Hawker,"['cafe', 'food', 'gym', 'point_of_interest', 'health', 'establishment']"
321,The Terrace Eatery,"['cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
322,World of Golf London,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']"
323,Starbucks Coffee,"['cafe', 'restaurant', 'store', 'food', 'point_of_interest', 'establishment']"
324,Costa Coffee,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']"
325,Costa Coffee,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']"
326,Bubbles Shisha Cafe,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
327,Costa Coffee,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']"
328,Pickled Pantry,"['cafe', 'restaurant', 'store', 'food', 'point_of_interest', 'establishment']"
329,Boho Cafe ( Kings Road ),"['cafe', 'store', 'food', 'point_of_interest', 'establishment']"
330,Hampton Pool,"['spa', 'cafe', 'food', 'gym', 'point_of_interest', 'health', 'establishment']"
331,La Fontana Cafe Deli Thames Ditton,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']"
332,Beanberry Coffee Company,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']"
333,St John's Smith Square,"['cafe', 'food', 'point_of_interest', 'establishment']"
334,Asda Clapham Junction Superstore,"['supermarket', 'atm', 'grocery_or_supermarket', 'cafe', 'finance', 'clothing_store', 'store', 'food', 'point_of_interest', 'establishment']"
335,St Stephen's Tavern,"['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'establishment']"
336,ODEON Streatham,"['movie_theater', 'cafe', 'store', 'food', 'point_of_interest', 'establishment']"
337,Dulwich Picture Gallery,"['art_gallery', 'tourist_attraction', 'museum', 'park', 'cafe', 'store', 'food', 'point_of_interest', 'establishment']"
338,Dogstar,"['night_club', 'cafe', 'bar', 'food', 'point_of_interest', 'establishment']"
339,Cubana Restaurant Waterloo,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
340,Morleys Brixton,"['department_store', 'home_goods_store', 'cafe', 'clothing_store', 'store', 'food', 'point_of_interest', 'establishment']"
341,The Lido Cafe (Now 400 Rabbits),"['cafe', 'bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
342,Tooting Bec Lido,"['tourist_attraction', 'cafe', 'food', 'point_of_interest', 'establishment']"
343,Tea House Theatre,"['cafe', 'food', 'point_of_interest', 'establishment']"
344,Starbucks Coffee,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
345,Dulwich Leisure Centre,"['gym', 'cafe', 'school', 'health', 'food', 'point_of_interest', 'establishment']"
346,Daylesford Organic,"['meal_takeaway', 'grocery_or_supermarket', 'cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
347,Patisserie Valerie - Victoria,"['bakery', 'cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
348,Ellary's,"['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'establishment']"
349,Horniman Cafe,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
350,Boulangerie Jade,"['bakery', 'cafe', 'store', 'food', 'point_of_interest', 'establishment']"
351,Pistachios in the Park,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']"
352,Café Crofton Park,"['cafe', 'food', 'point_of_interest', 'establishment']"
353,kings cafe,"['cafe', 'food', 'point_of_interest', 'establishment']"
354,Sema's Cafe,"['cafe', 'meal_takeaway', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
355,Chefs Delight,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
356,Parkside Cafe,"['cafe', 'food', 'point_of_interest', 'establishment']"
357,Costa Coffee,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']"
358,Costa Coffee,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']"
359,Nes's Cafe,"['cafe', 'food', 'point_of_interest', 'establishment']"
360,Good Hope Cafe,"['cafe', 'food', 'point_of_interest', 'establishment']"
361,PLACE/Ladywell,"['cafe', 'food', 'point_of_interest', 'establishment']"
362,☕️No. 41 Coffee & Kitchen,"['cafe', 'bakery', 'meal_takeaway', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
363,ODEON Wimbledon,"['movie_theater', 'cafe', 'food', 'store', 'point_of_interest', 'establishment']"
364,Tooting Leisure Centre,"['cafe', 'gym', 'health', 'food', 'point_of_interest', 'establishment']"
365,Asda Sutton Superstore,"['supermarket', 'atm', 'grocery_or_supermarket', 'cafe', 'pharmacy', 'clothing_store', 'health', 'finance', 'food', 'store', 'point_of_interest', 'establishment']"
366,The Terrace Wimbledon,"['bar', 'night_club', 'cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
367,David Weir Leisure Centre,"['gym', 'cafe', 'health', 'food', 'point_of_interest', 'establishment']"
368,Caffè Nero,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
369,Caffè Nero,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
370,Wimbledon Guild,"['cafe', 'food', 'point_of_interest', 'establishment']"
371,Lime & Thyme,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
372,Bill's Wimbledon Restaurant,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
373,Haydons Cafe London,"['cafe', 'food', 'point_of_interest', 'establishment']"
374,Green Lane Kebab,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
375,Peabodys Coffee,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
376,Fellow Foodies,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
377,Potting Shed Cafe,"['cafe', 'food', 'point_of_interest', 'establishment']"
378,River Side Cafe,"['cafe', 'food', 'point_of_interest', 'establishment']"
379,Shell,"['gas_station', 'car_wash', 'meal_delivery', 'convenience_store', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
380,Asda Isle of Dogs Superstore,"['supermarket', 'atm', 'grocery_or_supermarket', 'cafe', 'clothing_store', 'gas_station', 'finance', 'health', 'store', 'food', 'point_of_interest', 'establishment']"
381,Hazev Restaurant Canary Wharf,"['restaurant', 'cafe', 'bar', 'store', 'food', 'point_of_interest', 'establishment']"
382,Obicà,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
383,The Pantry Cafe,"['cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
384,Brera,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
385,Excel Cafe,"['cafe', 'food', 'point_of_interest', 'establishment']"
386,Caffè Nero,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']"
387,Costa Coffee London City Airport,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']"
388,Cafe Bonnane,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
389,Starbucks Royal Wharf,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
390,Costa Coffee Ilford 1,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
391,Belgique Wanstead Cafe,"['bakery', 'cafe', 'meal_takeaway', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
392,The Larder,"['cafe', 'bar', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
393,Costa Coffee Express,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
394,Shell,"['gas_station', 'convenience_store', 'meal_delivery', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
395,Eclipse Ilford,"['store', 'cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
396,Maison Fraise Patisserie,"['bakery', 'cafe', 'food', 'store', 'point_of_interest', 'establishment']"
397,Creams Cafe Ilford,"['bakery', 'cafe', 'meal_takeaway', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
398,Starbucks Coffee,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
399,Grounded Coffee,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
400,Costa Coffee,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
401,Coffeelink Ltd,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
402,Coffee Bar Solution,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
403,Aladdins,"['cafe', 'night_club', 'bar', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
404,BAZA Lounge,"['cafe', 'night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
405,Wild Bean Cafe,"['cafe', 'convenience_store', 'food', 'store', 'point_of_interest', 'establishment']"
406,Creams Cafe Gants Hill,"['bakery', 'cafe', 'meal_takeaway', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
407,Costa Coffee,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']"
408,Wanstead Tea Hut,"['cafe', 'food', 'point_of_interest', 'establishment']"
409,Caffe Latte,"['cafe', 'food', 'point_of_interest', 'establishment']"
410,Old Deer Park Sports Grounds,"['cafe', 'bar', 'food', 'point_of_interest', 'establishment']"
411,Richmond Hill Bakery,"['bakery', 'cafe', 'store', 'food', 'point_of_interest', 'establishment']"
412,Caffè Nero,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']"
413,ODEON Surrey Quays,"['movie_theater', 'cafe', 'food', 'store', 'point_of_interest', 'establishment']"
414,Costa Coffee,"['cafe', 'point_of_interest', 'food', 'store', 'establishment']"
415,Flittons Nursery,"['cafe', 'point_of_interest', 'food', 'store', 'establishment']"
416,Caffé Kiko,"['cafe', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']"
417,Sunshine Cafe,"['cafe', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']"
418,Esquires Coffee Sutton,"['cafe', 'point_of_interest', 'food', 'store', 'establishment']"
419,Wallington Garden Cafe,"['cafe', 'point_of_interest', 'food', 'establishment']"
420,Tim's Cafe,"['cafe', 'point_of_interest', 'food', 'establishment']"
421,bp,"['gas_station', 'atm', 'car_wash', 'cafe', 'finance', 'point_of_interest', 'food', 'establishment']"
422,Mad Coffee Bar,"['cafe', 'bar', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']"
423,Waterstones,"['book_store', 'cafe', 'point_of_interest', 'food', 'store', 'establishment']"
424,Morrisons Cafe,"['cafe', 'restaurant', 'point_of_interest', 'food', 'establishment']"
425,Caffè Nero,"['cafe', 'point_of_interest', 'food', 'store', 'establishment']"
426,Starbucks Coffee,"['cafe', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']"
427,Costa Coffee,"['cafe', 'point_of_interest', 'food', 'store', 'establishment']"
428,Simplicity,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
429,Le Pont de la Tour,"['bakery', 'cafe', 'bar', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
430,The View Tube,"['cafe', 'food', 'point_of_interest', 'establishment']"
431,Pavilion Cafe Victoria Park,"['cafe', 'bakery', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
432,Shell,"['gas_station', 'convenience_store', 'meal_delivery', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
433,ODEON South Woodford,"['movie_theater', 'cafe', 'point_of_interest', 'food', 'store', 'establishment']"
434,Belgique Cafe and Patisserie,"['cafe', 'meal_takeaway', 'bakery', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']"
435,Asda Leyton Mills Superstore,"['supermarket', 'cafe', 'pharmacy', 'clothing_store', 'grocery_or_supermarket', 'health', 'point_of_interest', 'food', 'store', 'establishment']"
436,Johnstons,"['cafe', 'point_of_interest', 'food', 'establishment']"
437,Venerdi,"['meal_takeaway', 'cafe', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment']"
438,Caffè Nero,"['cafe', 'point_of_interest', 'food', 'store', 'establishment']"
439,Moonlight Cafe,"['cafe', 'point_of_interest', 'food', 'store', 'establishment']"
440,Le Parisien,"['cafe', 'point_of_interest', 'food', 'establishment']"
441,Casa 05 wood street,"['cafe', 'point_of_interest', 'food', 'establishment']"
442,CAFE VIVALDI,"['cafe', 'point_of_interest', 'food', 'establishment']"
443,Shell,"['gas_station', 'car_wash', 'convenience_store', 'cafe', 'meal_delivery', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']"
444,Markfield Park Cafe,"['cafe', 'point_of_interest', 'food', 'store', 'establishment']"
445,Elif kitchen cafe&bistro,"['cafe', 'point_of_interest', 'food', 'establishment']"
446,Buhler and Co (Brunch/Lunch/Coffee shop),"['cafe', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']"
447,Jack's at the Junction,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
448,Pottery Cafe,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']"
449,GAIL's Bakery Northcote Road,"['bakery', 'meal_delivery', 'cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
450,The Kensington Creperie,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']"
451,GAZETTE BATTERSEA,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
